nohup: 忽略输入
Time              -----------------------cpu---------------------- ----------------------------------------------------------------sfdv0n1-----------------------------------------------------------------  
Time                user     sys    wait    hirq    sirq    util    rrqms   wrqms   %rrqm   %wrqm      rs      ws   rsecs   wsecs  rqsize  rarqsz  warqsz  qusize   await  rawait  wawait   svctm    util    
23/11/25-19:05:55   6.99    2.34    0.00    0.00    0.15    9.48     0.00  366.00    0.00   23.52    0.00    1.2K    0.00   88.0K   37.88    0.00   37.88    0.00    0.16    0.00    0.16    0.02    2.80    
23/11/25-19:05:56   0.04    0.06    0.02    0.00    0.00    0.10     0.00   53.00    0.00    5.26    0.00  954.00    0.00   55.4K   29.71    0.00   29.71    0.00    0.05    0.00    0.05    0.01    1.40    
23/11/25-19:05:57   6.24    1.74    0.10    0.00    0.17    8.15     0.00  469.00    0.00    4.95    0.00    8.8K    0.00  511.4K   29.06    0.00   29.06    0.00    0.04    0.00    0.04    0.01   13.50    
23/11/25-19:05:58  14.54    2.03    0.00    0.00    0.29   16.87     0.00  545.00    0.00   30.43    0.00    1.2K    0.00   79.6K   32.72    0.00   32.72    0.00    0.06    0.00    0.06    0.02    2.80    
23/11/25-19:05:59  14.50    1.83    0.00    0.00    0.25   16.57     0.00  430.00    0.00   26.59    0.00    1.2K    0.00   90.4K   38.97    0.00   38.97    0.00    0.19    0.00    0.19    0.02    2.90    
23/11/25-19:06:00  14.52    1.76    0.02    0.00    0.25   16.53     0.00  561.00    0.00   30.54    0.00    1.2K    0.00   92.9K   37.27    0.00   37.27    0.00    0.14    0.00    0.14    0.02    2.80    
23/11/25-19:06:01  14.66    1.82    0.00    0.00    0.29   16.78     0.00  525.00    0.00   29.85    0.00    1.2K    0.00   91.8K   38.09    0.00   38.09    0.00    0.09    0.00    0.09    0.03    3.80    
23/11/25-19:06:02  14.56    1.80    0.00    0.00    0.23   16.60     0.00  512.00    0.00   28.99    0.00    1.2K    0.00   92.7K   37.84    0.00   37.84    0.00    0.14    0.00    0.14    0.03    3.50    
23/11/25-19:06:03  14.66    1.76    0.00    0.00    0.27   16.69     0.00  466.00    0.00   27.33    0.00    1.2K    0.00   95.4K   39.43    0.00   39.43    0.00    0.15    0.00    0.15    0.02    3.00    
23/11/25-19:06:04  14.74    1.70    0.02    0.00    0.25   16.69     0.00  549.00    0.00   30.57    0.00    1.2K    0.00   91.2K   37.46    0.00   37.46    0.00    0.15    0.00    0.15    0.02    3.10    
23/11/25-19:06:05  14.54    1.83    0.00    0.00    0.23   16.59     0.00  486.00    0.00   28.35    0.00    1.2K    0.00   94.5K   39.40    0.00   39.40    0.00    0.14    0.00    0.14    0.03    4.00    
23/11/25-19:06:06  15.45    3.04    0.00    0.00    0.38   18.87     0.00  483.00    0.00   27.92    0.00    1.2K    0.00   93.5K   38.38    0.00   38.38    0.00    0.16    0.00    0.16    0.03    3.40    
23/11/25-19:06:07  14.80    1.76    0.00    0.00    0.27   16.83     0.00  486.00    0.00   28.24    0.00    1.2K    0.00   91.3K   37.85    0.00   37.85    0.00    0.09    0.00    0.09    0.02    2.80    
23/11/25-19:06:08  14.65    1.72    0.02    0.00    0.21   16.58     0.00  456.00    0.00   27.06    0.00    1.2K    0.00   95.1K   39.64    0.00   39.64    0.00    0.20    0.00    0.20    0.03    3.20    
23/11/25-19:06:09  14.52    1.87    0.00    0.00    0.23   16.62     0.00  500.00    0.00   28.41    0.00    1.2K    0.00   92.3K   37.49    0.00   37.49    0.00    0.09    0.00    0.09    0.02    2.70    
23/11/25-19:06:10  14.70    1.70    0.00    0.00    0.27   16.67     0.00  574.00    0.00   30.63    0.00    1.3K    0.00   94.5K   37.21    0.00   37.21    0.00    0.13    0.00    0.13    0.02    2.70    
23/11/25-19:06:11  14.58    1.68    0.02    0.00    0.23   16.49     0.00  443.00    0.00   26.85    0.00    1.2K    0.00   93.0K   39.44    0.00   39.44    0.00    0.14    0.00    0.14    0.02    3.00    
23/11/25-19:06:12  14.77    1.68    0.00    0.00    0.21   16.66     0.00  541.00    0.00   29.20    0.00    1.3K    0.00  101.2K   39.48    0.00   39.48    0.00    0.13    0.00    0.13    0.02    2.80    
23/11/25-19:06:13  14.53    1.78    0.00    0.00    0.21   16.52     0.00  556.00    0.00   30.12    0.00    1.3K    0.00   88.1K   34.99    0.00   34.99    0.00    0.09    0.00    0.09    0.03    3.80    
Time              -----------------------cpu---------------------- ----------------------------------------------------------------sfdv0n1-----------------------------------------------------------------  
Time                user     sys    wait    hirq    sirq    util    rrqms   wrqms   %rrqm   %wrqm      rs      ws   rsecs   wsecs  rqsize  rarqsz  warqsz  qusize   await  rawait  wawait   svctm    util    
23/11/25-19:06:14  14.81    1.85    0.00    0.00    0.25   16.91     0.00  531.00    0.00   29.37    0.00    1.2K    0.00   93.9K   37.64    0.00   37.64    0.00    0.13    0.00    0.13    0.02    2.90    
23/11/25-19:06:15  14.61    1.74    0.02    0.00    0.31   16.66     0.00  508.00    0.00   29.01    0.00    1.2K    0.00   92.4K   38.05    0.00   38.05    0.00    0.15    0.00    0.15    0.02    2.70    
23/11/25-19:06:16  15.01    3.19    0.00    0.00    0.44   18.64     0.00  539.00    0.00   29.70    0.00    1.2K    0.00   93.1K   37.35    0.00   37.35    0.00    0.14    0.00    0.14    0.02    3.10    
23/11/25-19:06:17  15.01    2.16    0.00    0.00    0.38   17.55     0.00  492.00    0.00   27.94    0.00    1.2K    0.00   92.1K   37.17    0.00   37.17    0.00    0.12    0.00    0.12    0.03    3.30    
23/11/25-19:06:18  14.68    1.74    0.02    0.00    0.38   16.80     0.00  507.00    0.00   28.71    0.00    1.2K    0.00   95.0K   38.65    0.00   38.65    0.00    0.11    0.00    0.11    0.02    2.90    
23/11/25-19:06:19  14.71    1.62    0.00    0.00    0.29   16.61     0.00  493.00    0.00   28.27    0.00    1.2K    0.00   93.6K   38.31    0.00   38.31    0.00    0.16    0.00    0.16    0.03    3.40    
23/11/25-19:06:20  14.58    1.72    0.00    0.00    0.27   16.57     0.00  495.00    0.00   28.24    0.00    1.2K    0.00   94.2K   38.34    0.00   38.34    0.00    0.13    0.00    0.13    0.02    2.80    
23/11/25-19:06:21  14.69    1.66    0.02    0.00    0.25   16.60     0.00  530.00    0.00   29.38    0.00    1.2K    0.00   94.1K   37.81    0.00   37.81    0.00    0.14    0.00    0.14    0.03    3.50    
23/11/25-19:06:22  14.75    1.74    0.00    0.00    0.29   16.79     0.00  542.00    0.00   29.71    0.00    1.3K    0.00   93.3K   37.28    0.00   37.28    0.00    0.13    0.00    0.13    0.02    2.80    
23/11/25-19:06:23  14.55    1.80    0.00    0.00    0.34   16.69     0.00  532.00    0.00   29.47    0.00    1.2K    0.00   92.8K   37.31    0.00   37.31    0.00    0.12    0.00    0.12    0.02    2.70    
23/11/25-19:06:24  14.58    1.85    0.02    0.00    0.27   16.69     0.00  487.00    0.00   27.78    0.00    1.2K    0.00   94.8K   38.33    0.00   38.33    0.00    0.14    0.00    0.14    0.03    3.50    
23/11/25-19:06:25  14.75    1.76    0.00    0.00    0.23   16.74     0.00  517.00    0.00   28.91    0.00    1.2K    0.00   93.9K   37.83    0.00   37.83    0.00    0.14    0.00    0.14    0.02    3.10    
23/11/25-19:06:26  14.58    1.82    0.00    0.00    0.29   16.69     0.00  536.00    0.00   29.55    0.00    1.2K    0.00   93.2K   37.35    0.00   37.35    0.00    0.09    0.00    0.09    0.03    3.50    
23/11/25-19:06:27  10.48    2.70    0.02    0.00    0.40   13.58     0.00  380.00    0.00   24.56    0.00    1.1K    0.00   89.2K   39.13    0.00   39.13    0.00    0.16    0.00    0.16    0.03    3.30    
23/11/25-19:06:28   0.02    0.06    0.00    0.00    0.00    0.08     0.00   54.00    0.00    5.57    0.00  916.00    0.00   61.8K   34.57    0.00   34.57    0.00    0.08    0.00    0.08    0.02    1.70    
23/11/25-19:06:29   0.79    0.92    0.13    0.00    0.08    1.80     0.00  514.00    0.00    5.38    0.00    8.8K    0.00  511.9K   29.00    0.00   29.00    0.00    0.05    0.00    0.05    0.01   13.20    
23/11/25-19:06:30   1.69    0.80    0.04    0.00    0.02    2.51     0.00  950.00    0.00   38.82    0.00    1.5K    0.00   89.4K   30.57    0.00   30.57    0.00    0.06    0.00    0.06    0.02    2.50    
23/11/25-19:06:31   1.68    0.94    0.04    0.00    0.02    2.64     0.00  928.00    0.00   38.38    0.00    1.5K    0.00   95.7K   32.89    0.00   32.89    0.00    0.10    0.00    0.10    0.03    3.80    
23/11/25-19:06:32   1.89    0.94    0.02    0.00    0.02    2.85     0.00  892.00    0.00   38.23    0.00    1.4K    0.00   95.2K   33.82    0.00   33.82    0.00    0.19    0.00    0.19    0.02    3.10    
Time              -----------------------cpu---------------------- ----------------------------------------------------------------sfdv0n1-----------------------------------------------------------------  
Time                user     sys    wait    hirq    sirq    util    rrqms   wrqms   %rrqm   %wrqm      rs      ws   rsecs   wsecs  rqsize  rarqsz  warqsz  qusize   await  rawait  wawait   svctm    util    
23/11/25-19:06:33   1.82    0.90    0.04    0.00    0.00    2.72     0.00  931.00    0.00   38.52    0.00    1.5K    0.00   96.0K   33.07    0.00   33.07    0.00    0.09    0.00    0.09    0.02    2.90    
23/11/25-19:06:34   1.76    0.90    0.04    0.00    0.02    2.68     0.00  981.00    0.00   39.46    0.00    1.5K    0.00   97.1K   33.02    0.00   33.02    0.00    0.10    0.00    0.10    0.02    3.60    
23/11/25-19:06:35   1.72    0.82    0.02    0.00    0.00    2.53     0.00  916.00    0.00   38.47    0.00    1.4K    0.00   96.8K   33.84    0.00   33.84    0.00    0.10    0.00    0.10    0.02    2.40    
23/11/25-19:06:36   1.59    0.86    0.04    0.00    0.02    2.47     0.00  932.00    0.00   39.04    0.00    1.4K    0.00   95.0K   33.44    0.00   33.44    0.00    0.09    0.00    0.09    0.02    3.30    
23/11/25-19:06:37   2.24    1.76    0.04    0.00    0.08    4.08     0.00  917.00    0.00   38.82    0.00    1.4K    0.00   95.0K   33.67    0.00   33.67    0.00    0.11    0.00    0.11    0.02    2.90    
23/11/25-19:06:38   2.11    1.46    0.04    0.00    0.10    3.68     0.00  926.00    0.00   38.76    0.00    1.4K    0.00   95.6K   33.44    0.00   33.44    0.00    0.11    0.00    0.11    0.02    3.60    
23/11/25-19:06:39   1.72    0.80    0.04    0.00    0.02    2.53     0.00  912.00    0.00   38.63    0.00    1.4K    0.00   94.4K   33.36    0.00   33.36    0.00    0.10    0.00    0.10    0.02    3.10    
23/11/25-19:06:40   1.92    0.86    0.04    0.00    0.02    2.80     0.00  982.00    0.00   39.14    0.00    1.5K    0.00   99.2K   33.27    0.00   33.27    0.00    0.12    0.00    0.12    0.02    2.90    
23/11/25-19:06:41   1.78    0.90    0.02    0.00    0.02    2.70     0.00  967.00    0.00   39.42    0.00    1.5K    0.00   98.3K   33.87    0.00   33.87    0.00    0.12    0.00    0.12    0.02    3.60    
23/11/25-19:06:42   1.99    0.96    0.06    0.00    0.04    2.99     0.00  918.00    0.00   38.64    0.00    1.4K    0.00  100.2K   35.18    0.00   35.18    0.00    0.12    0.00    0.12    0.02    3.40    
23/11/25-19:06:43   1.84    0.86    0.02    0.00    0.00    2.70     0.00  920.00    0.00   39.30    0.00    1.4K    0.00   88.3K   31.80    0.00   31.80    0.00    0.08    0.00    0.08    0.02    3.40    
23/11/25-19:06:44   1.90    0.90    0.04    0.00    0.02    2.82     0.00  913.00    0.00   38.64    0.00    1.4K    0.00   94.0K   33.20    0.00   33.20    0.00    0.10    0.00    0.10    0.03    3.80    
23/11/25-19:06:45   1.78    0.86    0.02    0.00    0.02    2.66     0.00  908.00    0.00   38.52    0.00    1.4K    0.00   94.2K   33.29    0.00   33.29    0.00    0.11    0.00    0.11    0.02    3.20    
23/11/25-19:06:46   2.01    0.86    0.04    0.00    0.02    2.89     0.00    1.0K    0.00   40.21    0.00    1.5K    0.00   96.1K   32.83    0.00   32.83    0.00    0.10    0.00    0.10    0.02    3.20    
23/11/25-19:06:47   2.09    0.88    0.04    0.00    0.00    2.97     0.00  988.00    0.00   39.54    0.00    1.5K    0.00   98.9K   33.50    0.00   33.50    0.00    0.09    0.00    0.09    0.02    2.80    
23/11/25-19:06:48   2.89    2.14    0.04    0.00    0.06    5.09     0.00  994.00    0.00   39.66    0.00    1.5K    0.00   99.6K   33.71    0.00   33.71    0.00    0.13    0.00    0.13    0.02    3.30    
23/11/25-19:06:49   2.05    0.88    0.04    0.00    0.15    3.07     0.00    1.0K    0.00   40.14    0.00    1.5K    0.00   98.9K   33.23    0.00   33.23    0.00    0.12    0.00    0.12    0.03    4.30    
23/11/25-19:06:50   1.90    0.84    0.02    0.00    0.02    2.76     0.00  966.00    0.00   39.32    0.00    1.5K    0.00   98.9K   33.95    0.00   33.95    0.00    0.12    0.00    0.12    0.02    3.00    
23/11/25-19:06:51   2.05    0.88    0.04    0.00    0.02    2.95     0.00    1.0K    0.00   39.87    0.00    1.5K    0.00   99.6K   33.36    0.00   33.36    0.00    0.11    0.00    0.11    0.02    3.30    
Time              -----------------------cpu---------------------- ----------------------------------------------------------------sfdv0n1-----------------------------------------------------------------  
Time                user     sys    wait    hirq    sirq    util    rrqms   wrqms   %rrqm   %wrqm      rs      ws   rsecs   wsecs  rqsize  rarqsz  warqsz  qusize   await  rawait  wawait   svctm    util    
23/11/25-19:06:52   2.01    0.90    0.04    0.00    0.00    2.91     0.00  998.00    0.00   39.71    0.00    1.5K    0.00   99.5K   33.61    0.00   33.61    0.00    0.11    0.00    0.11    0.02    3.30    
23/11/25-19:06:53   1.86    0.79    0.04    0.00    0.00    2.66     0.00  952.00    0.00   39.05    0.00    1.5K    0.00   97.8K   33.70    0.00   33.70    0.00    0.11    0.00    0.11    0.02    3.20    
23/11/25-19:06:54   1.61    0.84    0.04    0.00    0.02    2.47     0.00  907.00    0.00   38.24    0.00    1.4K    0.00   95.0K   33.20    0.00   33.20    0.00    0.11    0.00    0.11    0.02    3.60    
23/11/25-19:06:55   1.66    0.86    0.02    0.00    0.00    2.51     0.00  908.00    0.00   38.89    0.00    1.4K    0.00   93.0K   33.37    0.00   33.37    0.00    0.08    0.00    0.08    0.02    3.00    
23/11/25-19:06:56   1.94    0.96    0.02    0.00    0.02    2.92     0.00  913.00    0.00   39.05    0.00    1.4K    0.00   92.6K   33.26    0.00   33.26    0.00    0.07    0.00    0.07    0.02    2.70    
23/11/25-19:06:57   1.91    0.86    0.04    0.00    0.04    2.81     0.00    1.0K    0.00   40.60    0.00    1.4K    0.00   95.2K   32.94    0.00   32.94    0.00    0.10    0.00    0.10    0.02    3.10    
23/11/25-19:06:58   2.17    1.36    0.04    0.00    0.04    3.57     0.00    1.0K    0.00   40.25    0.00    1.5K    0.00   97.7K   33.60    0.00   33.60    0.00    0.11    0.00    0.11    0.02    3.10    
23/11/25-19:06:59   1.78    1.40    0.02    0.00    0.04    3.22     0.00  675.00    0.00   34.56    0.00    1.2K    0.00   88.6K   35.50    0.00   35.50    0.00    0.13    0.00    0.13    0.02    3.00    
23/11/25-19:07:00   0.02    0.06    0.02    0.00    0.00    0.08     0.00   56.00    0.00    6.03    0.00  872.00    0.00   54.8K   32.20    0.00   32.20    0.00    0.06    0.00    0.06    0.02    1.50    
23/11/25-19:07:01   3.23    1.45    0.13    0.00    0.04    4.72     0.00    1.1K    0.00   10.95    0.00    9.3K    0.00  530.8K   28.49    0.00   28.49    0.00    0.04    0.00    0.04    0.02   15.60    
23/11/25-19:07:02   9.58    2.95    0.06    0.00    0.34   12.87     0.00    2.9K    0.00   48.96    0.00    3.0K    0.00  188.7K   31.14    0.00   31.14    0.00    0.11    0.00    0.11    0.02    7.10    
23/11/25-19:07:03   9.11    2.74    0.04    0.00    0.19   12.04     0.00    2.9K    0.00   48.28    0.00    3.1K    0.00  228.7K   37.13    0.00   37.13    0.00    0.12    0.00    0.12    0.03    9.70    
23/11/25-19:07:04   9.32    2.88    0.04    0.00    0.17   12.37     0.00    3.0K    0.00   48.37    0.00    3.2K    0.00  230.4K   36.55    0.00   36.55    0.00    0.14    0.00    0.14    0.03    8.60    
23/11/25-19:07:05   9.41    3.14    0.06    0.00    0.29   12.84     0.00    2.9K    0.00   47.99    0.00    3.2K    0.00  230.8K   36.59    0.00   36.59    0.00    0.14    0.00    0.14    0.03    8.40    
23/11/25-19:07:06   9.41    3.00    0.06    0.00    0.27   12.69     0.00    3.0K    0.00   48.11    0.00    3.2K    0.00  233.6K   36.50    0.00   36.50    0.00    0.14    0.00    0.14    0.03    9.10    
23/11/25-19:07:07   9.38    2.76    0.04    0.00    0.27   12.41     0.00    2.9K    0.00   47.59    0.00    3.2K    0.00  230.6K   36.27    0.00   36.27    0.00    0.17    0.00    0.17    0.03    8.40    
23/11/25-19:07:08   9.28    2.95    0.06    0.00    0.23   12.46     0.00    3.0K    0.00   47.78    0.00    3.2K    0.00  232.5K   35.84    0.00   35.84    0.00    0.16    0.00    0.16    0.03    8.70    
23/11/25-19:07:09  10.19    4.24    0.04    0.00    0.44   14.87     0.00    2.8K    0.00   47.39    0.00    3.1K    0.00  229.0K   36.42    0.00   36.42    0.00    0.13    0.00    0.13    0.03    8.70    
23/11/25-19:07:10   9.16    3.12    0.06    0.00    0.32   12.59     0.00    2.9K    0.00   47.55    0.00    3.2K    0.00  227.0K   35.83    0.00   35.83    0.00    0.16    0.00    0.16    0.03    8.40    
Time              -----------------------cpu---------------------- ----------------------------------------------------------------sfdv0n1-----------------------------------------------------------------  
Time                user     sys    wait    hirq    sirq    util    rrqms   wrqms   %rrqm   %wrqm      rs      ws   rsecs   wsecs  rqsize  rarqsz  warqsz  qusize   await  rawait  wawait   svctm    util    
23/11/25-19:07:11   9.42    2.93    0.04    0.00    0.21   12.56     0.00    2.9K    0.00   46.99    0.00    3.3K    0.00  233.4K   35.84    0.00   35.84    0.00    0.16    0.00    0.16    0.03    9.50    
23/11/25-19:07:12   9.34    2.84    0.08    0.00    0.21   12.39     0.00    2.9K    0.00   46.85    0.00    3.3K    0.00  256.3K   38.80    0.00   38.80    0.00    0.19    0.00    0.19    0.03    9.50    
23/11/25-19:07:13   9.56    2.76    0.06    0.00    0.21   12.53     0.00    2.9K    0.00   47.54    0.00    3.3K    0.00  215.1K   33.08    0.00   33.08    0.00    0.11    0.00    0.11    0.02    8.30    
23/11/25-19:07:14   9.44    2.96    0.06    0.00    0.23   12.63     0.00    2.9K    0.00   47.03    0.00    3.2K    0.00  232.5K   35.95    0.00   35.95    0.00    0.14    0.00    0.14    0.03    8.50    
23/11/25-19:07:15   9.23    2.97    0.06    0.00    0.25   12.45     0.00    2.7K    0.00   44.45    0.00    3.4K    0.00  265.9K   39.50    0.00   39.50    0.00    0.17    0.00    0.17    0.02    8.30    
23/11/25-19:07:16   9.52    2.97    0.06    0.00    0.19   12.68     0.00    2.3K    0.00   41.78    0.00    3.3K    0.00  201.5K   30.80    0.00   30.80    0.00    0.11    0.00    0.11    0.03    8.80    
23/11/25-19:07:17   9.54    3.03    0.06    0.00    0.21   12.79     0.00    2.4K    0.00   41.38    0.00    3.4K    0.00  233.8K   34.37    0.00   34.37    0.00    0.13    0.00    0.13    0.02    8.50    
23/11/25-19:07:18   9.56    3.07    0.04    0.00    0.29   12.92     0.00    2.4K    0.00   41.35    0.00    3.3K    0.00  232.3K   34.71    0.00   34.71    0.00    0.13    0.00    0.13    0.02    8.00    
23/11/25-19:07:19   9.69    3.10    0.06    0.00    0.23   13.02     0.00    2.4K    0.00   41.11    0.00    3.4K    0.00  234.5K   34.41    0.00   34.41    0.00    0.12    0.00    0.12    0.02    8.40    
23/11/25-19:07:20  10.28    4.27    0.04    0.00    0.46   15.01     0.00    2.3K    0.00   40.88    0.00    3.3K    0.00  234.1K   35.03    0.00   35.03    0.00    0.15    0.00    0.15    0.03    9.60    
23/11/25-19:07:21   9.48    2.82    0.06    0.00    0.21   12.52     0.00    2.4K    0.00   41.51    0.00    3.4K    0.00  237.2K   34.58    0.00   34.58    0.00    0.12    0.00    0.12    0.03    8.80    
23/11/25-19:07:22   9.46    2.97    0.06    0.00    0.29   12.72     0.00    2.9K    0.00   46.01    0.00    3.4K    0.00  243.2K   35.44    0.00   35.44    0.00    0.13    0.00    0.13    0.03    8.80    
23/11/25-19:07:23   9.28    3.07    0.04    0.00    0.44   12.79     0.00    2.9K    0.00   46.14    0.00    3.4K    0.00  241.0K   35.30    0.00   35.30    0.00    0.14    0.00    0.14    0.03    9.00    
23/11/25-19:07:24   9.20    3.03    0.06    0.00    0.25   12.48     0.00    3.0K    0.00   45.58    0.00    3.5K    0.00  243.5K   34.55    0.00   34.55    0.00    0.13    0.00    0.13    0.02    9.00    
23/11/25-19:07:25   9.21    2.90    0.06    0.00    0.19   12.30     0.00    3.0K    0.00   39.83    0.00    4.5K    0.00  301.9K   33.73    0.00   33.73    0.00    0.11    0.00    0.11    0.02   10.60    
23/11/25-19:07:26   9.39    2.90    0.06    0.00    0.34   12.62     0.00    3.0K    0.00   44.60    0.00    3.7K    0.00  255.2K   34.61    0.00   34.61    0.00    0.11    0.00    0.11    0.02    8.80    
23/11/25-19:07:27   9.42    3.03    0.06    0.00    0.27   12.72     0.00    2.9K    0.00   44.10    0.00    3.7K    0.00  256.3K   34.29    0.00   34.29    0.00    0.12    0.00    0.12    0.02    9.20    
23/11/25-19:07:28   9.35    2.90    0.04    0.00    0.19   12.44     0.00    2.9K    0.00   44.18    0.00    3.7K    0.00  253.9K   34.40    0.00   34.40    0.00    0.12    0.00    0.12    0.03    9.70    
23/11/25-19:07:29   9.06    3.01    0.06    0.00    0.32   12.38     0.00    3.0K    0.00   44.46    0.00    3.7K    0.00  254.9K   34.55    0.00   34.55    0.00    0.14    0.00    0.14    0.03   10.30    
Time              -----------------------cpu---------------------- ----------------------------------------------------------------sfdv0n1-----------------------------------------------------------------  
Time                user     sys    wait    hirq    sirq    util    rrqms   wrqms   %rrqm   %wrqm      rs      ws   rsecs   wsecs  rqsize  rarqsz  warqsz  qusize   await  rawait  wawait   svctm    util    
23/11/25-19:07:30   9.97    4.12    0.06    0.00    0.38   14.47     0.00    2.9K    0.00   44.12    0.00    3.7K    0.00  253.2K   34.66    0.00   34.66    0.00    0.14    0.00    0.14    0.02    9.10    
23/11/25-19:07:31   6.46    2.18    0.06    0.00    0.17    8.81     0.00    2.0K    0.00   40.14    0.00    3.0K    0.00  228.5K   37.53    0.00   37.53    0.00    0.16    0.00    0.16    0.03    8.40    
23/11/25-19:07:32   0.10    0.15    0.02    0.00    0.00    0.25     0.00   66.00    0.00    4.17    0.00    1.5K    0.00  112.0K   37.77    0.00   37.77    0.00    0.15    0.00    0.15    0.02    2.80    
23/11/25-19:07:33   3.68    1.51    0.13    0.00    0.13    5.31     0.00  997.00    0.00    9.55    0.00    9.2K    0.00  530.9K   28.80    0.00   28.80    0.00    0.04    0.00    0.04    0.02   14.30    
23/11/25-19:07:34  11.61    3.24    0.02    0.00    0.38   15.23     0.00    2.6K    0.00   42.27    0.00    3.5K    0.00  244.1K   34.42    0.00   34.42    0.00    0.10    0.00    0.10    0.03    9.70    
23/11/25-19:07:35  11.30    3.13    0.04    0.00    0.38   14.81     0.00    2.5K    0.00   41.24    0.00    3.6K    0.00  286.1K   39.88    0.00   39.88    0.00    0.14    0.00    0.14    0.03   10.20    
23/11/25-19:07:36  11.48    3.24    0.04    0.00    0.42   15.13     0.00    2.6K    0.00   41.63    0.00    3.6K    0.00  287.9K   40.01    0.00   40.01    0.00    0.15    0.00    0.15    0.02    8.90    
23/11/25-19:07:37  11.52    3.15    0.06    0.00    0.38   15.06     0.00    2.6K    0.00   41.35    0.00    3.6K    0.00  289.8K   39.94    0.00   39.94    0.00    0.14    0.00    0.14    0.03    9.50    
23/11/25-19:07:38  11.75    3.03    0.04    0.00    0.42   15.19     0.00    2.6K    0.00   41.47    0.00    3.6K    0.00  286.6K   39.30    0.00   39.30    0.00    0.13    0.00    0.13    0.02    8.90    
23/11/25-19:07:39  11.28    3.41    0.04    0.00    0.34   15.03     0.00    2.6K    0.00   41.64    0.00    3.6K    0.00  284.6K   39.12    0.00   39.12    0.00    0.13    0.00    0.13    0.03    9.60    
23/11/25-19:07:40  11.50    3.07    0.04    0.00    0.42   14.99     0.00    2.6K    0.00   40.84    0.00    3.7K    0.00  290.7K   39.04    0.00   39.04    0.00    0.14    0.00    0.14    0.02    9.00    
23/11/25-19:07:41  12.28    4.55    0.06    0.00    0.55   17.38     0.00    2.6K    0.00   40.86    0.00    3.7K    0.00  290.3K   38.83    0.00   38.83    0.00    0.14    0.00    0.14    0.03   11.40    
23/11/25-19:07:42  11.40    3.25    0.04    0.00    0.48   15.13     0.00    2.5K    0.00   41.06    0.00    3.7K    0.00  287.0K   39.22    0.00   39.22    0.00    0.13    0.00    0.13    0.03    9.70    
23/11/25-19:07:43  11.35    3.27    0.04    0.00    0.50   15.13     0.00    2.6K    0.00   40.48    0.00    3.8K    0.00  295.4K   38.86    0.00   38.86    0.00    0.13    0.00    0.13    0.03   10.30    
23/11/25-19:07:44  11.50    3.22    0.04    0.00    0.34   15.05     0.00    2.6K    0.00   40.88    0.00    3.8K    0.00  295.4K   39.13    0.00   39.13    0.00    0.19    0.00    0.19    0.02    9.40    
23/11/25-19:07:45  11.58    3.24    0.04    0.00    0.46   15.28     0.00    2.6K    0.00   40.59    0.00    3.8K    0.00  295.9K   38.89    0.00   38.89    0.00    0.13    0.00    0.13    0.02    9.50    
23/11/25-19:07:46  11.30    3.34    0.04    0.00    0.32   14.96     0.00    2.6K    0.00   40.21    0.00    3.8K    0.00  296.1K   38.84    0.00   38.84    0.00    0.15    0.00    0.15    0.02    8.90    
23/11/25-19:07:47  11.46    3.37    0.06    0.00    0.38   15.21     0.00    2.6K    0.00   40.01    0.00    3.9K    0.00  297.3K   38.36    0.00   38.36    0.00    0.16    0.00    0.16    0.03   10.40    
23/11/25-19:07:48  11.32    3.42    0.04    0.00    0.46   15.20     0.00    2.6K    0.00   39.98    0.00    3.9K    0.00  298.3K   38.41    0.00   38.41    0.00    0.13    0.00    0.13    0.03   10.90    
Time              -----------------------cpu---------------------- ----------------------------------------------------------------sfdv0n1-----------------------------------------------------------------  
Time                user     sys    wait    hirq    sirq    util    rrqms   wrqms   %rrqm   %wrqm      rs      ws   rsecs   wsecs  rqsize  rarqsz  warqsz  qusize   await  rawait  wawait   svctm    util    
23/11/25-19:07:49  11.69    3.19    0.04    0.00    0.42   15.30     0.00    2.6K    0.00   39.66    0.00    4.0K    0.00  301.5K   37.67    0.00   37.67    0.00    0.14    0.00    0.14    0.02    9.50    
23/11/25-19:07:50  11.45    3.15    0.06    0.00    0.38   14.99     0.00    2.5K    0.00   39.19    0.00    4.0K    0.00  302.3K   38.26    0.00   38.26    0.00    0.14    0.00    0.14    0.03   10.50    
23/11/25-19:07:51  11.97    4.35    0.04    0.00    0.55   16.86     0.00    2.6K    0.00   39.47    0.00    4.0K    0.00  301.3K   37.64    0.00   37.64    0.00    0.10    0.00    0.10    0.02    9.60    
23/11/25-19:07:52  11.84    3.82    0.04    0.00    0.46   16.12     0.00    2.6K    0.00   39.07    0.00    4.0K    0.00  304.0K   38.09    0.00   38.09    0.00    0.14    0.00    0.14    0.02    9.90    
23/11/25-19:07:53  11.55    3.39    0.04    0.00    0.23   15.17     0.00    2.6K    0.00   38.84    0.00    4.1K    0.00  310.7K   37.82    0.00   37.82    0.00    0.12    0.00    0.12    0.02   10.10    
23/11/25-19:07:54  11.39    3.22    0.04    0.00    0.32   14.92     0.00    2.6K    0.00   38.66    0.00    4.2K    0.00  313.9K   37.79    0.00   37.79    0.00    0.14    0.00    0.14    0.03   10.90    
